FIPS,County,State,Population,Year,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner,housing_Median Home Value,housing_% of National Median,housing_Price Category,age_Median Age,temp_Avg Temperature (°F),temp_Data Points,rent_Metro Area,rent_Median Rent,rent_Efficiency,rent_1BR,rent_2BR,rent_3BR,rent_4BR,rent_Entity ID
46127,Union County,South Dakota,16916,2023,8876,2548,6160,28.71,69.4,Republican,269500,156.4,Expensive,40.4,48.99,12,"Sioux City, IA-NE-SD MSA",928,620,705,928,1139,1247,4612799999
46129,Walworth County,South Dakota,5298,2023,2466,481,1940,19.51,78.67,Republican,130000,75.4,Moderate,41.6,44.72,12,"Walworth County, SD",827,575,628,827,1007,1244,4612999999
46135,Yankton County,South Dakota,23379,2023,10832,3883,6650,35.85,61.39,Republican,208200,120.8,Moderate,42.2,49.18,12,"Yankton County, SD",826,575,638,826,1154,1366,4613599999
46137,Ziebach County,South Dakota,2410,2023,781,366,388,46.86,49.68,Republican,101700,59.0,Affordable,36.6,47.02,12,"Ziebach County, SD",826,575,628,826,1024,1267,4613799999
47001,Anderson County,Tennessee,78175,2023,36548,11525,24582,31.53,67.26,Republican,215800,125.2,Moderate,42,47.80,12,"Knoxville, TN HUD Metro FMR Area",1156,887,952,1156,1507,1773,4700199999
47003,Bedford County,Tennessee,51291,2023,20090,4122,15772,20.52,78.51,Republican,255300,148.2,Moderate,37.6,42.51,12,"Bedford County, TN",907,732,737,907,1104,1218,4700399999
47005,Benton County,Tennessee,15948,2023,7260,1317,5886,18.14,81.07,Republican,123400,71.6,Affordable,47.5,44.73,12,"Benton County, TN",747,597,601,747,909,1191,4700599999
47007,Bledsoe County,Tennessee,14905,2023,6191,891,5254,14.39,84.87,Republican,165400,96.0,Moderate,44.9,42.93,12,"Bledsoe County, TN",747,564,567,747,1062,1272,4700799999
47009,Blount County,Tennessee,137747,2023,69224,17664,50699,25.52,73.24,Republican,275700,160.0,Expensive,43.9,47.54,12,"Knoxville, TN HUD Metro FMR Area",1156,887,952,1156,1507,1773,4700999999
47011,Bradley County,Tennessee,109743,2023,49246,9852,38836,20.01,78.86,Republican,230800,134.0,Moderate,39.3,47.75,12,"Cleveland, TN MSA",931,661,707,931,1221,1319,4701199999
47013,Campbell County,Tennessee,39568,2023,15528,2305,13115,14.84,84.46,Republican,169500,98.4,Moderate,44.2,44.80,12,"Campbell County, TN HUD Metro FMR Area",847,566,643,847,1138,1160,4701399999
47015,Cannon County,Tennessee,14661,2023,6881,1132,5682,16.45,82.58,Republican,227600,132.1,Moderate,40.8,47.90,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4701599999
47017,Carroll County,Tennessee,28461,2023,11882,2233,9547,18.79,80.35,Republican,122100,70.9,Affordable,41.6,45.84,12,"Carroll County, TN",747,609,661,747,967,1003,4701799999
47019,Carter County,Tennessee,56462,2023,24852,4454,20167,17.92,81.15,Republican,157200,91.2,Moderate,45.8,45.94,12,"Johnson City, TN MSA",875,700,724,875,1107,1299,4701999999
47021,Cheatham County,Tennessee,41500,2023,20741,5464,14987,26.34,72.26,Republican,291400,169.1,Expensive,41.4,49.14,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4702199999
47023,Chester County,Tennessee,17452,2023,7577,1286,6206,16.97,81.91,Republican,155200,90.1,Moderate,37.8,49.06,12,"Jackson, TN HUD Metro FMR Area",937,627,712,937,1269,1274,4702399999
47025,Claiborne County,Tennessee,32221,2023,13534,1971,11463,14.56,84.7,Republican,148000,85.9,Moderate,42.5,49.71,12,"Claiborne County, TN",747,609,661,747,983,1003,4702599999
47027,Clay County,Tennessee,7621,2023,3760,614,3117,16.33,82.9,Republican,136900,79.5,Moderate,48.8,48.76,12,"Clay County, TN",747,589,593,747,1062,1168,4702799999
47029,Cocke County,Tennessee,36503,2023,15663,2415,13105,15.42,83.67,Republican,141800,82.3,Moderate,45.4,46.03,12,"Cocke County, TN",747,564,567,747,1052,1060,4702999999
47031,Coffee County,Tennessee,58940,2023,24932,5440,19174,21.82,76.91,Republican,227300,131.9,Moderate,39.2,43.07,12,"Coffee County, TN",790,600,604,790,1057,1327,4703199999
47033,Crockett County,Tennessee,13937,2023,5921,1196,4674,20.2,78.94,Republican,134100,77.8,Moderate,40.2,46.45,12,"Crockett County, TN HUD Metro FMR Area",796,592,605,796,999,1347,4703399999
47035,Cumberland County,Tennessee,62529,2023,34642,6996,27399,20.2,79.09,Republican,228000,132.3,Moderate,53,46.75,12,"Cumberland County, TN",762,616,620,762,1083,1190,4703599999
47037,Davidson County,Tennessee,709846,2023,290036,181862,102256,62.7,35.26,Democrat,386600,224.4,Very Expensive,34.6,42.80,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4703799999
47039,Decatur County,Tennessee,11499,2023,5466,819,4596,14.98,84.08,Republican,133900,77.7,Moderate,45.9,48.42,12,"Decatur County, TN",747,564,567,747,952,1051,4703999999
47041,DeKalb County,Tennessee,20551,2023,9396,1706,7599,18.16,80.87,Republican,206600,119.9,Moderate,42.2,42.38,12,"DeKalb County, TN",749,565,569,749,968,1078,4704199999
47043,Dickson County,Tennessee,55197,2023,25204,5913,19002,23.46,75.39,Republican,272700,158.3,Expensive,39,49.49,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4704399999
47045,Dyer County,Tennessee,36681,2023,14394,2707,11603,18.81,80.61,Republican,159500,92.6,Moderate,40,49.83,12,"Dyer County, TN",759,582,586,759,1079,1167,4704599999
47047,Fayette County,Tennessee,42653,2023,23696,6720,16756,28.36,70.71,Republican,316000,183.4,Expensive,47.2,48.62,12,"Memphis, TN-MS-AR HUD Metro FMR Area",1032,800,902,1032,1365,1584,4704799999
47049,Fentress County,Tennessee,18948,2023,9771,1149,8555,11.76,87.56,Republican,151800,88.1,Moderate,47,49.07,12,"Fentress County, TN",747,564,567,747,920,1112,4704999999
47051,Franklin County,Tennessee,43478,2023,19728,4529,15016,22.96,76.12,Republican,215700,125.2,Moderate,42.7,41.62,12,"Franklin County, TN",764,623,629,764,1020,1158,4705199999
47053,Gibson County,Tennessee,50610,2023,21648,5100,16346,23.56,75.51,Republican,149700,86.9,Moderate,39.8,47.37,12,"Gibson County, TN HUD Metro FMR Area",747,556,605,747,1041,1272,4705399999
47055,Giles County,Tennessee,30442,2023,13487,2974,10394,22.05,77.07,Republican,204100,118.5,Moderate,43.6,49.64,12,"Giles County, TN",773,631,684,773,968,1248,4705599999
47057,Grainger County,Tennessee,23929,2023,11130,1432,9630,12.87,86.52,Republican,172000,99.8,Moderate,45.7,47.71,12,"Grainger County, TN HUD Metro FMR Area",753,568,572,753,1008,1012,4705799999
47059,Greene County,Tennessee,70919,2023,31095,5145,25586,16.55,82.28,Republican,186400,108.2,Moderate,44.6,50.85,12,"Greene County, TN",747,578,661,747,1062,1201,4705999999
47061,Grundy County,Tennessee,13665,2023,6328,948,5334,14.98,84.29,Republican,133400,77.4,Moderate,42.9,46.99,12,"Grundy County, TN",747,597,601,747,938,1051,4706199999
47063,Hamblen County,Tennessee,64930,2023,25501,5132,20154,20.12,79.03,Republican,188800,109.6,Moderate,40.8,48.27,12,"Morristown, TN HUD Metro FMR Area",828,632,636,828,1132,1298,4706399999
47065,Hamilton County,Tennessee,370913,2023,174438,74437,97195,42.67,55.72,Republican,282100,163.7,Expensive,39.5,49.14,12,"Chattanooga, TN-GA MSA",1067,910,919,1067,1372,1619,4706599999
47067,Hancock County,Tennessee,6790,2023,2908,334,2558,11.49,87.96,Republican,118000,68.5,Affordable,41.9,43.59,12,"Hancock County, TN",747,574,578,747,909,1272,4706799999
47069,Hardeman County,Tennessee,25477,2023,9399,3527,5793,37.53,61.63,Republican,116800,67.8,Affordable,40.4,43.83,12,"Hardeman County, TN",747,564,567,747,1016,1025,4706999999
47071,Hardin County,Tennessee,26939,2023,12094,1704,10293,14.09,85.11,Republican,154000,89.4,Moderate,45.4,47.76,12,"Hardin County, TN",747,564,567,747,1000,1003,4707199999
47073,Hawkins County,Tennessee,57446,2023,26266,3987,22066,15.18,84.01,Republican,166900,96.9,Moderate,45.9,45.62,12,"Kingsport-Bristol-Bristol, TN-VA MSA",793,583,627,793,1041,1170,4707399999
47075,Haywood County,Tennessee,17672,2023,6652,3311,3286,49.77,49.4,Democrat,119600,69.4,Affordable,43.1,45.12,12,"Haywood County, TN",747,561,567,747,987,1152,4707599999
47077,Henderson County,Tennessee,27906,2023,12047,1902,10083,15.79,83.7,Republican,156000,90.5,Moderate,40.3,48.51,12,"Henderson County, TN",747,609,661,747,986,1003,4707799999
47079,Henry County,Tennessee,32345,2023,15076,3286,11629,21.8,77.14,Republican,145200,84.3,Moderate,45.8,50.71,12,"Henry County, TN",763,576,580,763,929,1025,4707999999
47081,Hickman County,Tennessee,25229,2023,10309,1968,8265,19.09,80.17,Republican,192000,111.4,Moderate,41.7,47.03,12,"Hickman County, TN",747,609,661,747,1062,1272,4708199999
47083,Houston County,Tennessee,8293,2023,3810,773,2989,20.29,78.45,Republican,150100,87.1,Moderate,44.2,45.77,12,"Houston County, TN",770,619,623,770,937,1034,4708399999
47085,Humphreys County,Tennessee,19074,2023,8264,1767,6400,21.38,77.44,Republican,186900,108.5,Moderate,43.7,42.43,12,"Humphreys County, TN",747,609,661,747,1040,1248,4708599999
47087,Jackson County,Tennessee,11882,2023,5676,1040,4586,18.32,80.8,Republican,135200,78.5,Moderate,48,48.01,12,"Jackson County, TN",747,564,567,747,909,1003,4708799999
47089,Jefferson County,Tennessee,55835,2023,25815,4503,21068,17.44,81.61,Republican,210000,121.9,Moderate,44.1,49.23,12,"Morristown, TN HUD Metro FMR Area",828,632,636,828,1132,1298,4708999999
47091,Johnson County,Tennessee,18073,2023,8102,1212,6829,14.96,84.29,Republican,175500,101.9,Moderate,46.4,47.41,12,"Johnson County, TN",747,609,661,747,909,1051,4709199999
47093,Knox County,Tennessee,487401,2023,221864,87516,130815,39.45,58.96,Republican,279700,162.3,Expensive,37.3,46.80,12,"Knoxville, TN HUD Metro FMR Area",1156,887,952,1156,1507,1773,4709399999
47095,Lake County,Tennessee,6691,2023,1939,429,1493,22.12,77,Republican,107000,62.1,Affordable,41.6,45.42,12,"Lake County, TN",747,609,617,747,956,1086,4709599999
47097,Lauderdale County,Tennessee,24933,2023,8266,2571,5633,31.1,68.15,Republican,122100,70.9,Affordable,39.4,47.18,12,"Lauderdale County, TN",747,564,567,747,974,1196,4709799999
47099,Lawrence County,Tennessee,44901,2023,19533,2939,16429,15.05,84.11,Republican,176700,102.6,Moderate,39,42.84,12,"Lawrence County, TN",771,582,586,771,974,1084,4709999999
47101,Lewis County,Tennessee,12784,2023,5890,991,4852,16.83,82.38,Republican,157800,91.6,Moderate,42.2,50.49,12,"Lewis County, TN",747,564,567,747,909,1272,4710199999
47103,Lincoln County,Tennessee,35617,2023,16128,2782,13208,17.25,81.89,Republican,209100,121.4,Moderate,43,48.90,12,"Lincoln County, TN",747,609,661,747,1062,1258,4710399999
47105,Loudon County,Tennessee,56996,2023,33209,7625,25226,22.96,75.96,Republican,292600,169.8,Expensive,48.7,50.24,12,"Knoxville, TN HUD Metro FMR Area",1156,887,952,1156,1507,1773,4710599999
47107,McMinn County,Tennessee,54135,2023,24072,4207,19673,17.48,81.73,Republican,190400,110.5,Moderate,42.5,44.35,12,"McMinn County, TN",839,668,716,839,1123,1127,4710799999
47109,McNairy County,Tennessee,25933,2023,11267,1727,9437,15.33,83.76,Republican,151100,87.7,Moderate,43.1,46.35,12,"McNairy County, TN",747,590,594,747,1006,1111,4710999999
47111,Macon County,Tennessee,25793,2023,10333,1277,8958,12.36,86.69,Republican,211200,122.6,Moderate,38.3,48.64,12,Tennessee Non-Metro,840,649,704,840,1084,1258,4799999999
47113,Madison County,Tennessee,98845,2023,39964,16115,23385,40.32,58.52,Republican,189700,110.1,Moderate,38.3,43.28,12,Tennessee Non-Metro,840,649,704,840,1084,1258,4799999999
47115,Marion County,Tennessee,29010,2023,13933,3026,10788,21.72,77.43,Republican,173600,100.8,Moderate,43.7,46.52,12,"Chattanooga, TN-GA MSA",1067,910,919,1067,1372,1619,4711599999
47117,Marshall County,Tennessee,35276,2023,15962,3390,12426,21.24,77.85,Republican,246100,142.8,Moderate,39.6,48.45,12,"Marshall County, TN",872,658,662,872,1132,1171,4711799999
47119,Maury County,Tennessee,104855,2023,52090,14145,37376,27.15,71.75,Republican,307500,178.5,Expensive,39.2,44.15,12,"Maury County, TN HUD Metro FMR Area",1102,832,837,1102,1469,1555,4711999999
47121,Meigs County,Tennessee,13076,2023,6099,968,5085,15.87,83.37,Republican,185500,107.7,Moderate,45.5,47.62,12,"Meigs County, TN",747,589,593,747,1047,1051,4712199999
47123,Monroe County,Tennessee,47054,2023,22323,3608,18526,16.16,82.99,Republican,199700,115.9,Moderate,44.8,47.76,12,"Monroe County, TN",747,499,600,747,991,1003,4712399999
47125,Montgomery County,Tennessee,227957,2023,81755,32736,47795,40.04,58.46,Republican,248300,144.1,Moderate,31.7,41.51,12,"Clarksville, TN-KY HUD Metro FMR Area",985,699,758,985,1389,1678,4712599999
47127,Moore County,Tennessee,6611,2023,3654,542,3060,14.83,83.74,Republican,259300,150.5,Expensive,46.2,49.61,12,"Moore County, TN",765,603,607,765,992,1076,4712799999
47129,Morgan County,Tennessee,21193,2023,8560,1054,7427,12.31,86.76,Republican,144000,83.6,Moderate,42.5,43.85,12,"Morgan County, TN HUD Metro FMR Area",801,605,609,801,1112,1116,4712999999
47131,Obion County,Tennessee,30570,2023,12900,2221,10596,17.22,82.14,Republican,122700,71.2,Affordable,41.9,48.34,12,"Obion County, TN",747,543,622,747,943,1003,4713199999
47133,Overton County,Tennessee,22807,2023,11069,1931,9042,17.45,81.69,Republican,171700,99.7,Moderate,43.1,49.55,12,"Overton County, TN",747,609,661,747,1000,1003,4713399999
47135,Perry County,Tennessee,8561,2023,3716,558,3139,15.02,84.47,Republican,113800,66.0,Affordable,41.6,47.95,12,"Perry County, TN",759,573,577,759,963,1067,4713599999
47137,Pickett County,Tennessee,5062,2023,2954,487,2441,16.49,82.63,Republican,162200,94.1,Moderate,51.7,48.14,12,"Pickett County, TN",779,614,618,779,948,1096,4713799999
47139,Polk County,Tennessee,17702,2023,8727,1356,7302,15.54,83.67,Republican,136400,79.2,Moderate,46.2,48.67,12,"Cleveland, TN MSA",931,661,707,931,1221,1319,4713999999
47141,Putnam County,Tennessee,81366,2023,34939,8991,25554,25.73,73.14,Republican,246800,143.2,Moderate,36.1,46.96,12,"Putnam County, TN",844,637,641,844,1154,1321,4714199999
47143,Rhea County,Tennessee,33299,2023,14444,2312,11974,16.01,82.9,Republican,178500,103.6,Moderate,41,59.41,12,"Rhea County, TN",747,564,567,747,1019,1079,4714399999
47145,Roane County,Tennessee,54403,2023,27412,6073,21011,22.15,76.65,Republican,212300,123.2,Moderate,47.4,59.93,12,"Roane County, TN HUD Metro FMR Area",933,714,771,933,1212,1589,4714599999
47147,Robertson County,Tennessee,74291,2023,35070,8428,26260,24.03,74.88,Republican,296700,172.2,Expensive,39.1,60.05,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4714799999
47149,Rutherford County,Tennessee,351591,2023,147656,56656,88811,38.37,60.15,Republican,346400,201.0,Very Expensive,34,61.00,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4714999999
47151,Scott County,Tennessee,21969,2023,9605,942,8608,9.81,89.62,Republican,116800,67.8,Affordable,40.7,56.46,12,"Scott County, TN",747,609,623,747,1062,1067,4715199999
47153,Sequatchie County,Tennessee,16409,2023,7890,1292,6522,16.38,82.66,Republican,217800,126.4,Moderate,44.7,58.64,12,"Chattanooga, TN-GA MSA",1067,910,919,1067,1372,1619,4715399999
47155,Sevier County,Tennessee,98802,2023,43970,8322,35207,18.93,80.07,Republican,259500,150.6,Expensive,43.6,57.38,12,"Sevier County, TN",945,726,783,945,1205,1269,4715599999
47157,Shelby County,Tennessee,922195,2023,326497,201759,118917,61.8,36.42,Democrat,229700,133.3,Moderate,35.8,63.56,12,"Memphis, TN-MS-AR HUD Metro FMR Area",1032,800,902,1032,1365,1584,4715799999
47159,Smith County,Tennessee,20196,2023,9336,1595,7655,17.08,81.99,Republican,224500,130.3,Moderate,40.7,60.00,12,"Smith County, TN HUD Metro FMR Area",808,546,614,808,1051,1121,4715999999
47161,Stewart County,Tennessee,13859,2023,6620,1160,5389,17.52,81.4,Republican,182700,106.0,Moderate,44.6,60.57,12,"Stewart County, TN HUD Metro FMR Area",768,542,604,768,1007,1308,4716199999
47163,Sullivan County,Tennessee,159693,2023,75541,16624,58154,22.01,76.98,Republican,190800,110.7,Moderate,45,57.63,12,"Kingsport-Bristol-Bristol, TN-VA MSA",793,583,627,793,1041,1170,4716399999
47165,Sumner County,Tennessee,200553,2023,97761,27874,68767,28.51,70.34,Republican,364000,211.3,Very Expensive,39.7,60.08,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4716599999
47167,Tipton County,Tennessee,61339,2023,26733,6178,20303,23.11,75.95,Republican,220100,127.7,Moderate,38.7,62.65,12,"Memphis, TN-MS-AR HUD Metro FMR Area",1032,800,902,1032,1365,1584,4716799999
47169,Trousdale County,Tennessee,11805,2023,4251,856,3359,20.14,79.02,Republican,284100,164.9,Expensive,34.6,60.13,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4716999999
47171,Unicoi County,Tennessee,17779,2023,8541,1578,6876,18.48,80.51,Republican,168200,97.6,Moderate,47.4,54.67,12,"Johnson City, TN MSA",875,700,724,875,1107,1299,4717199999
47173,Union County,Tennessee,20141,2023,8669,1216,7384,14.03,85.18,Republican,186300,108.1,Moderate,42.4,58.13,12,"Knoxville, TN HUD Metro FMR Area",1156,887,952,1156,1507,1773,4717399999
47175,Van Buren County,Tennessee,6293,2023,3265,524,2718,16.05,83.25,Republican,149200,86.6,Moderate,47.2,58.08,12,"Van Buren County, TN",747,609,610,747,1015,1051,4717599999
47177,Warren County,Tennessee,41587,2023,17015,3647,13192,21.43,77.53,Republican,173900,100.9,Moderate,40,59.31,12,"Warren County, TN",780,589,593,780,956,1105,4717799999
47179,Washington County,Tennessee,134693,2023,61234,18131,42299,29.61,69.08,Republican,231700,134.5,Moderate,40.3,57.93,12,"Johnson City, TN MSA",875,700,724,875,1107,1299,4717999999
47181,Wayne County,Tennessee,16251,2023,6831,762,6016,11.16,88.07,Republican,126600,73.5,Affordable,44.3,60.63,12,"Wayne County, TN",747,609,620,747,970,1051,4718199999
47183,Weakley County,Tennessee,32959,2023,13394,2725,10541,20.34,78.7,Republican,136300,79.1,Moderate,37.9,60.91,12,"Weakley County, TN",747,609,621,747,909,1091,4718399999
47185,White County,Tennessee,27764,2023,12931,2105,10717,16.28,82.88,Republican,190200,110.4,Moderate,43.3,58.75,12,"White County, TN",825,623,627,825,1004,1108,4718599999
47187,Williamson County,Tennessee,254609,2023,144668,47695,94562,32.97,65.36,Republican,673700,391.0,Very Expensive,40.3,60.65,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4718799999
47189,Wilson County,Tennessee,153587,2023,81254,23855,56425,29.36,69.44,Republican,397000,230.4,Very Expensive,39.9,60.60,12,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1406,1218,1245,1406,1758,2173,4718999999
48001,Anderson County,Texas,57825,2023,19353,3635,15597,18.78,80.59,Republican,173400,100.6,Moderate,39.5,41.41,12,"Anderson County, TX",907,684,755,907,1223,1434,4800199999
48003,Andrews County,Texas,18518,2023,6059,806,5205,13.3,85.91,Republican,188200,109.2,Moderate,33.1,43.81,12,"Andrews County, TX",1159,874,1006,1159,1506,1705,4800399999
48005,Angelina County,Texas,86791,2023,34419,8146,26049,23.67,75.68,Republican,149800,86.9,Moderate,37.8,45.85,12,"Angelina County, TX",932,787,790,932,1151,1252,4800599999
48007,Aransas County,Texas,24449,2023,13028,2831,10090,21.73,77.45,Republican,236800,137.4,Moderate,51,41.48,12,"Aransas County, TX",1059,798,930,1059,1505,1558,4800799999
48009,Archer County,Texas,8734,2023,5132,520,4592,10.13,89.48,Republican,175300,101.7,Moderate,43.1,44.79,12,"Wichita Falls, TX MSA",943,712,771,943,1274,1459,4800999999
48011,Armstrong County,Texas,1883,2023,1109,77,1029,6.94,92.79,Republican,185700,107.8,Moderate,43,45.27,12,"Amarillo, TX HUD Metro FMR Area",972,670,778,972,1322,1542,4801199999
48013,Atascosa County,Texas,50058,2023,18442,5153,13142,27.94,71.26,Republican,157400,91.4,Moderate,36.1,40.73,12,"Atascosa County, TX HUD Metro FMR Area",1013,725,897,1013,1233,1670,4801399999
48015,Austin County,Texas,30712,2023,15379,2816,12457,18.31,81,Republican,270900,157.2,Expensive,41.6,48.15,12,"Austin County, TX HUD Metro FMR Area",955,639,826,955,1357,1627,4801599999
48017,Bailey County,Texas,7044,2023,1740,332,1395,19.08,80.17,Republican,104400,60.6,Affordable,35.1,43.53,12,"Bailey County, TX",826,623,658,826,1005,1215,4801799999
48019,Bandera County,Texas,21589,2023,13592,2532,10939,18.63,80.48,Republican,249800,145.0,Moderate,53.4,44.33,12,Texas Non-Metro,969,749,812,969,1249,1449,4899999999
48021,Bastrop County,Texas,102370,2023,39788,15989,23301,40.19,58.56,Republican,269500,156.4,Expensive,37.5,46.35,12,"Austin-Round Rock, TX MSA",1626,1253,1386,1626,2088,2416,4802199999
48023,Baylor County,Texas,3464,2023,1670,184,1471,11.02,88.08,Republican,93300,54.1,Affordable,47.5,38.06,12,"Baylor County, TX",826,623,636,826,1174,1215,4802399999
48025,Bee County,Texas,31000,2023,8789,2606,6111,29.65,69.53,Republican,102800,59.7,Affordable,35.8,43.67,12,"Bee County, TX",1053,794,800,1053,1395,1551,4802599999
48027,Bell County,Texas,379811,2023,130557,53973,75161,41.34,57.57,Republican,221100,128.3,Moderate,32.1,46.74,12,"Killeen-Temple, TX HUD Metro FMR Area",957,749,754,957,1360,1630,4802799999
48029,Bexar County,Texas,2037344,2023,757547,411389,337545,54.31,44.56,Democrat,244100,141.7,Moderate,34.6,39.34,12,Texas Non-Metro,969,749,812,969,1249,1449,4899999999
48031,Blanco County,Texas,12008,2023,8518,1973,6447,23.16,75.69,Republican,396200,229.9,Very Expensive,50.3,47.44,12,"Blanco County, TX",1083,817,862,1083,1318,1479,4803199999
48033,Borden County,Texas,723,2023,387,16,370,4.13,95.61,Republican,105400,61.2,Affordable,30,43.60,12,"Borden County, TX",885,667,705,885,1161,1302,4803399999
48035,Bosque County,Texas,18546,2023,9571,1524,7969,15.92,83.26,Republican,184500,107.1,Moderate,46.3,35.62,12,"Bosque County, TX",826,623,628,826,1143,1162,4803599999
48037,Bowie County,Texas,92321,2023,36629,9282,27122,25.34,74.05,Republican,161300,93.6,Moderate,38.4,40.86,12,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",890,704,709,890,1109,1444,4803799999
48039,Brazoria County,Texas,381650,2023,161950,63976,95867,39.5,59.2,Republican,276800,160.7,Expensive,36.5,35.33,12,"Brazoria County, TX HUD Metro FMR Area",1251,836,1108,1251,1612,2131,4803999999
48041,Brazos County,Texas,237980,2023,91847,33844,56671,36.85,61.7,Republican,279700,162.3,Expensive,26.8,38.90,12,"College Station-Bryan, TX MSA",1024,839,904,1024,1455,1571,4804199999
48043,Brewster County,Texas,9464,2023,4576,1969,2545,43.03,55.62,Republican,216000,125.4,Moderate,42.2,44.90,12,"Brewster County, TX",963,726,787,963,1172,1533,4804399999
48045,Briscoe County,Texas,1223,2023,744,72,666,9.68,89.52,Republican,82900,48.1,Very Affordable,50.8,45.92,12,"Briscoe County, TX",826,623,658,826,1174,1215,4804599999
48047,Brooks County,Texas,6987,2023,2402,1308,1077,54.45,44.84,Democrat,82700,48.0,Very Affordable,38.1,76.43,12,"Brooks County, TX",826,623,658,826,1005,1215,4804799999
48049,Brown County,Texas,38294,2023,16853,2132,14593,12.65,86.59,Republican,149900,87.0,Moderate,41.4,68.12,12,Texas Non-Metro,969,749,812,969,1249,1449,4899999999
48051,Burleson County,Texas,18327,2023,9365,1705,7590,18.21,81.05,Republican,174000,101.0,Moderate,44.3,71.09,12,Texas Non-Metro,969,749,812,969,1249,1449,4899999999
48053,Burnet County,Texas,51064,2023,28147,6114,21795,21.72,77.43,Republican,310500,180.2,Expensive,44.9,69.50,12,"Burnet County, TX",983,657,793,983,1352,1357,4805399999
48055,Caldwell County,Texas,47184,2023,15686,6618,8880,42.19,56.61,Republican,215600,125.1,Moderate,38.2,72.00,12,"Austin-Round Rock, TX MSA",1626,1253,1386,1626,2088,2416,4805599999
48057,Calhoun County,Texas,19921,2023,7832,1853,5939,23.66,75.83,Republican,150000,87.1,Moderate,39.9,73.58,12,"Calhoun County, TX",826,557,731,826,1174,1215,4805799999
48059,Callahan County,Texas,14017,2023,6985,761,6180,10.89,88.48,Republican,144800,84.0,Moderate,43.8,66.89,12,"Abilene, TX MSA",1006,732,779,1006,1360,1649,4805999999
48061,Cameron County,Texas,423192,2023,116122,54258,60991,46.72,52.52,Republican,120000,69.6,Affordable,32.4,76.87,12,"Brownsville-Harlingen, TX MSA",893,632,702,893,1156,1304,4806199999
48063,Camp County,Texas,12652,2023,5242,1201,4011,22.91,76.52,Republican,159900,92.8,Moderate,38.7,66.54,12,"Camp County, TX",826,623,628,826,1174,1247,4806399999
48065,Carson County,Texas,5802,2023,3172,290,2866,9.14,90.35,Republican,140600,81.6,Moderate,42.3,60.43,12,"Amarillo, TX HUD Metro FMR Area",972,670,778,972,1322,1542,4806599999
48067,Cass County,Texas,28582,2023,14140,2406,11693,17.02,82.69,Republican,133500,77.5,Moderate,43.8,66.57,12,"Cass County, TX",826,623,628,826,1125,1407,4806799999
48069,Castro County,Texas,7328,2023,2021,418,1594,20.68,78.87,Republican,94900,55.1,Affordable,34.9,60.00,12,"Castro County, TX",826,623,731,826,1174,1215,4806999999
48071,Chambers County,Texas,49178,2023,24971,4192,20567,16.79,82.36,Republican,289900,168.3,Expensive,35.3,72.11,12,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1307,1030,1095,1307,1722,2226,4807199999
48073,Cherokee County,Texas,51143,2023,20502,3744,16593,18.26,80.93,Republican,160300,93.0,Moderate,38.2,68.09,12,"Cherokee County, TX",852,570,647,852,1211,1253,4807399999
48075,Childress County,Texas,6772,2023,2272,263,1991,11.58,87.63,Republican,115100,66.8,Affordable,33.6,64.50,12,"Childress County, TX",944,712,720,944,1149,1389,4807599999
48077,Clay County,Texas,10402,2023,5906,584,5288,9.89,89.54,Republican,161300,93.6,Moderate,47.8,66.29,12,"Wichita Falls, TX MSA",943,712,771,943,1274,1459,4807799999
48079,Cochran County,Texas,2520,2023,893,148,735,16.57,82.31,Republican,57700,33.5,Very Affordable,38.7,61.00,12,"Cochran County, TX",826,623,658,826,1005,1110,4807999999
48081,Coke County,Texas,3315,2023,1814,179,1623,9.87,89.47,Republican,112900,65.5,Affordable,47.2,67.45,12,"Coke County, TX",826,623,628,826,1005,1215,4808199999
48083,Coleman County,Texas,7765,2023,4155,428,3712,10.3,89.34,Republican,91200,52.9,Affordable,48.5,67.90,12,"Coleman County, TX",902,680,685,902,1098,1212,4808399999
